CustomerID,CustomerName,Region,SubscriptionType,SubscriptionStart,SubscriptionEnd,DurationDays,Canceled,Revenue
204,Maria,West,Standard,2022/04/30,2023/04/30,365 ,TRUE,1745
205,James,North,Basic,2022/05/31,2023/05/31,365 ,FALSE,2958
206,Ella,South,Premium,2022/06/30,2023/06/30,365 ,TRUE,1186
207,Mike,East,Basic,2022/07/31,2023/07/31,365 ,FALSE,2698
208,Sara,West,Standard,2022/08/31,2023/08/31,365 ,FALSE,1851
209,Tom,North,Basic,2022/09/30,2023/09/30,365 ,TRUE,1028
210,Eva,South,Premium,2022/10/31,2023/10/31,365 ,TRUE,1302
211,Liam,East,Basic,2022/11/30,2023/11/30,365 ,FALSE,1438
212,Anna,West,Standard,2022/12/31,2023/12/31,365 ,FALSE,1853
213,Chris,North,Basic,2023/01/31,2024/01/31,365 ,TRUE,1749
214,Zoe,South,Premium,2023/02/28,2024/02/29,366 ,FALSE,2974
215,Paul,East,Basic,2023/03/31,2024/03/31,366 ,FALSE,1691
216,Grace,West,Standard,2023/04/30,2024/04/30,366 ,TRUE,2785
217,Rob,North,Basic,2023/05/31,2024/05/31,366 ,TRUE,1257
218,Sophia,South,Premium,2023/06/30,2024/06/30,366 ,FALSE,1142
219,Dan,East,Basic,2023/07/31,2024/07/31,366 ,FALSE,2499
220,Nina,West,Standard,2023/08/31,2024/08/31,366 ,TRUE,1623
201,John,North,Basic,2022/01/31,2023/01/31,365 ,FALSE,1454
202,Jane,South,Premium,2022/02/28,2023/02/28,365 ,TRUE,1516
204,Maria,West,Standard,2022/04/30,2023/04/30,365 ,TRUE,2902
205,James,North,Basic,2022/05/31,2023/05/31,365 ,FALSE,1201
207,Mike,East,Basic,2022/07/31,2023/07/31,365 ,FALSE,1729
208,Sara,West,Standard,2022/08/31,2023/08/31,365 ,FALSE,2277
209,Tom,North,Basic,2022/09/30,2023/09/30,365 ,TRUE,2239
210,Eva,South,Premium,2022/10/31,2023/10/31,365 ,TRUE,2756
211,Liam,East,Basic,2022/11/30,2023/11/30,365 ,FALSE,2450
212,Anna,West,Standard,2022/12/31,2023/12/31,365 ,FALSE,1718
213,Chris,North,Basic,2023/01/31,2024/01/31,365 ,TRUE,2841
214,Zoe,South,Premium,2023/02/28,2024/02/29,366 ,FALSE,1058
215,Paul,East,Basic,2023/03/31,2024/03/31,366 ,FALSE,1585
216,Grace,West,Standard,2023/04/30,2024/04/30,366 ,TRUE,1641
217,Rob,North,Basic,2023/05/31,2024/05/31,366 ,TRUE,2989
218,Sophia,South,Premium,2023/06/30,2024/06/30,366 ,FALSE,2343
219,Dan,East,Basic,2023/07/31,2024/07/31,366 ,FALSE,2127
220,Nina,West,Standard,2023/08/31,2024/08/31,366 ,TRUE,1212
201,John,North,Basic,2022/01/31,2023/01/31,365 ,FALSE,2593
202,Jane,South,Premium,2022/02/28,2023/02/28,365 ,TRUE,2461
203,Alex,East,Basic,2022/03/31,2023/03/31,365 ,FALSE,2688
204,Maria,West,Standard,2022/04/30,2023/04/30,365 ,TRUE,2243
205,James,North,Basic,2022/05/31,2023/05/31,365 ,FALSE,1020
206,Ella,South,Premium,2022/06/30,2023/06/30,365 ,TRUE,2987
207,Mike,East,Basic,2022/07/31,2023/07/31,365 ,FALSE,1099
208,Sara,West,Standard,2022/08/31,2023/08/31,365 ,FALSE,2072
209,Tom,North,Basic,2022/09/30,2023/09/30,365 ,TRUE,2738
210,Eva,South,Premium,2022/10/31,2023/10/31,365 ,TRUE,1965
211,Liam,East,Basic,2022/11/30,2023/11/30,365 ,FALSE,2530
213,Chris,North,Basic,2023/01/31,2024/01/31,365 ,TRUE,2113
214,Zoe,South,Premium,2023/02/28,2024/02/29,366 ,FALSE,1004
215,Paul,East,Basic,2023/03/31,2024/03/31,366 ,FALSE,1319
216,Grace,West,Standard,2023/04/30,2024/04/30,366 ,TRUE,1764
217,Rob,North,Basic,2023/05/31,2024/05/31,366 ,TRUE,1647
218,Sophia,South,Premium,2023/06/30,2024/06/30,366 ,FALSE,2780
219,Dan,East,Basic,2023/07/31,2024/07/31,366 ,FALSE,2349
220,Nina,West,Standard,2023/08/31,2024/08/31,366 ,TRUE,2658
201,John,North,Basic,2022/01/31,2023/01/31,365 ,FALSE,1394
202,Jane,South,Premium,2022/02/28,2023/02/28,365 ,TRUE,2844
203,Alex,East,Basic,2022/03/31,2023/03/31,365 ,FALSE,2918
204,Maria,West,Standard,2022/04/30,2023/04/30,365 ,TRUE,1828
205,James,North,Basic,2022/05/31,2023/05/31,365 ,FALSE,2798
206,Ella,South,Premium,2022/06/30,2023/06/30,365 ,TRUE,2417
207,Mike,East,Basic,2022/07/31,2023/07/31,365 ,FALSE,2599
208,Sara,West,Standard,2022/08/31,2023/08/31,365 ,FALSE,1836
209,Tom,North,Basic,2022/09/30,2023/09/30,365 ,TRUE,1323
210,Eva,South,Premium,2022/10/31,2023/10/31,365 ,TRUE,1331
211,Liam,East,Basic,2022/11/30,2023/11/30,365 ,FALSE,1811
212,Anna,West,Standard,2022/12/31,2023/12/31,365 ,FALSE,1611
213,Chris,North,Basic,2023/01/31,2024/01/31,365 ,TRUE,2596
214,Zoe,South,Premium,2023/02/28,2024/02/29,366 ,FALSE,1110
215,Paul,East,Basic,2023/03/31,2024/03/31,366 ,FALSE,1178
216,Grace,West,Standard,2023/04/30,2024/04/30,366 ,TRUE,2856
219,Dan,East,Basic,2023/07/31,2024/07/31,366 ,FALSE,2269
220,Nina,West,Standard,2023/08/31,2024/08/31,366 ,TRUE,2507
201,John,North,Basic,2022/01/31,2023/01/31,365 ,FALSE,2772
203,Alex,East,Basic,2022/03/31,2023/03/31,365 ,FALSE,2682
204,Maria,West,Standard,2022/04/30,2023/04/30,365 ,TRUE,2219
205,James,North,Basic,2022/05/31,2023/05/31,365 ,FALSE,1072
206,Ella,South,Premium,2022/06/30,2023/06/30,365 ,TRUE,2590
207,Mike,East,Basic,2022/07/31,2023/07/31,365 ,FALSE,2968
209,Tom,North,Basic,2022/09/30,2023/09/30,365 ,TRUE,1013
210,Eva,South,Premium,2022/10/31,2023/10/31,365 ,TRUE,1145
211,Liam,East,Basic,2022/11/30,2023/11/30,365 ,FALSE,2472
212,Anna,West,Standard,2022/12/31,2023/12/31,365 ,FALSE,1922
213,Chris,North,Basic,2023/01/31,2024/01/31,365 ,TRUE,2756
214,Zoe,South,Premium,2023/02/28,2024/02/29,366 ,FALSE,1046
215,Paul,East,Basic,2023/03/31,2024/03/31,366 ,FALSE,2384
216,Grace,West,Standard,2023/04/30,2024/04/30,366 ,TRUE,1983
217,Rob,North,Basic,2023/05/31,2024/05/31,366 ,TRUE,2029
218,Sophia,South,Premium,2023/06/30,2024/06/30,366 ,FALSE,1616
219,Dan,East,Basic,2023/07/31,2024/07/31,366 ,FALSE,2853
220,Nina,West,Standard,2023/08/31,2024/08/31,366 ,TRUE,2492
201,John,North,Basic,2022/01/31,2023/01/31,365 ,FALSE,2236
203,Alex,East,Basic,2022/03/31,2023/03/31,365 ,FALSE,2096
204,Maria,West,Standard,2022/04/30,2023/04/30,365 ,TRUE,2664
205,James,North,Basic,2022/05/31,2023/05/31,365 ,FALSE,2123
206,Ella,South,Premium,2022/06/30,2023/06/30,365 ,TRUE,2807
208,Sara,West,Standard,2022/08/31,2023/08/31,365 ,FALSE,2711
209,Tom,North,Basic,2022/09/30,2023/09/30,365 ,TRUE,1074
210,Eva,South,Premium,2022/10/31,2023/10/31,365 ,TRUE,1323
213,Chris,North,Basic,2023/01/31,2024/01/31,365 ,TRUE,2498
214,Zoe,South,Premium,2023/02/28,2024/02/29,366 ,FALSE,1419
215,Paul,East,Basic,2023/03/31,2024/03/31,366 ,FALSE,2513
216,Grace,West,Standard,2023/04/30,2024/04/30,366 ,TRUE,2748
217,Rob,North,Basic,2023/05/31,2024/05/31,366 ,TRUE,1624
218,Sophia,South,Premium,2023/06/30,2024/06/30,366 ,FALSE,1563
220,Nina,West,Standard,2023/08/31,2024/08/31,366 ,TRUE,1325
201,John,North,Basic,2022/01/31,2023/01/31,365 ,FALSE,2187
202,Jane,South,Premium,2022/02/28,2023/02/28,365 ,TRUE,1964
203,Alex,East,Basic,2022/03/31,2023/03/31,365 ,FALSE,2434
204,Maria,West,Standard,2022/04/30,2023/04/30,365 ,TRUE,1911
205,James,North,Basic,2022/05/31,2023/05/31,365 ,FALSE,2741
207,Mike,East,Basic,2022/07/31,2023/07/31,365 ,FALSE,2077
208,Sara,West,Standard,2022/08/31,2023/08/31,365 ,FALSE,1561
209,Tom,North,Basic,2022/09/30,2023/09/30,365 ,TRUE,1845
210,Eva,South,Premium,2022/10/31,2023/10/31,365 ,TRUE,2864
211,Liam,East,Basic,2022/11/30,2023/11/30,365 ,FALSE,2386
212,Anna,West,Standard,2022/12/31,2023/12/31,365 ,FALSE,1861
213,Chris,North,Basic,2023/01/31,2024/01/31,365 ,TRUE,1561
214,Zoe,South,Premium,2023/02/28,2024/02/29,366 ,FALSE,2703
215,Paul,East,Basic,2023/03/31,2024/03/31,366 ,FALSE,2088
217,Rob,North,Basic,2023/05/31,2024/05/31,366 ,TRUE,2393
219,Dan,East,Basic,2023/07/31,2024/07/31,366 ,FALSE,1910
220,Nina,West,Standard,2023/08/31,2024/08/31,366 ,TRUE,2942
201,John,North,Basic,2022/01/31,2023/01/31,365 ,FALSE,2314
202,Jane,South,Premium,2022/02/28,2023/02/28,365 ,TRUE,2498
203,Alex,East,Basic,2022/03/31,2023/03/31,365 ,FALSE,2824
204,Maria,West,Standard,2022/04/30,2023/04/30,365 ,TRUE,1406
205,James,North,Basic,2022/05/31,2023/05/31,365 ,FALSE,1215
206,Ella,South,Premium,2022/06/30,2023/06/30,365 ,TRUE,2482
207,Mike,East,Basic,2022/07/31,2023/07/31,365 ,FALSE,2449
209,Tom,North,Basic,2022/09/30,2023/09/30,365 ,TRUE,1943
211,Liam,East,Basic,2022/11/30,2023/11/30,365 ,FALSE,2595
212,Anna,West,Standard,2022/12/31,2023/12/31,365 ,FALSE,1423
213,Chris,North,Basic,2023/01/31,2024/01/31,365 ,TRUE,2581
214,Zoe,South,Premium,2023/02/28,2024/02/29,366 ,FALSE,2204
215,Paul,East,Basic,2023/03/31,2024/03/31,366 ,FALSE,1826
216,Grace,West,Standard,2023/04/30,2024/04/30,366 ,TRUE,1910
217,Rob,North,Basic,2023/05/31,2024/05/31,366 ,TRUE,2213
218,Sophia,South,Premium,2023/06/30,2024/06/30,366 ,FALSE,1754
219,Dan,East,Basic,2023/07/31,2024/07/31,366 ,FALSE,2010
220,Nina,West,Standard,2023/08/31,2024/08/31,366 ,TRUE,2219
201,John,North,Basic,2022/01/31,2023/01/31,365 ,FALSE,1198
202,Jane,South,Premium,2022/02/28,2023/02/28,365 ,TRUE,2119
203,Alex,East,Basic,2022/03/31,2023/03/31,365 ,FALSE,2993
204,Maria,West,Standard,2022/04/30,2023/04/30,365 ,TRUE,2373
205,James,North,Basic,2022/05/31,2023/05/31,365 ,FALSE,1181
206,Ella,South,Premium,2022/06/30,2023/06/30,365 ,TRUE,1060
207,Mike,East,Basic,2022/07/31,2023/07/31,365 ,FALSE,2703
208,Sara,West,Standard,2022/08/31,2023/08/31,365 ,FALSE,2589
209,Tom,North,Basic,2022/09/30,2023/09/30,365 ,TRUE,2303
210,Eva,South,Premium,2022/10/31,2023/10/31,365 ,TRUE,1365
211,Liam,East,Basic,2022/11/30,2023/11/30,365 ,FALSE,1705
212,Anna,West,Standard,2022/12/31,2023/12/31,365 ,FALSE,1266
213,Chris,North,Basic,2023/01/31,2024/01/31,365 ,TRUE,2370
214,Zoe,South,Premium,2023/02/28,2024/02/29,366 ,FALSE,1755
215,Paul,East,Basic,2023/03/31,2024/03/31,366 ,FALSE,1921
216,Grace,West,Standard,2023/04/30,2024/04/30,366 ,TRUE,1192
218,Sophia,South,Premium,2023/06/30,2024/06/30,366 ,FALSE,2452
219,Dan,East,Basic,2023/07/31,2024/07/31,366 ,FALSE,1032
220,Nina,West,Standard,2023/08/31,2024/08/31,366 ,TRUE,1924
201,John,North,Basic,2022/01/31,2023/01/31,365 ,FALSE,1403
202,Jane,South,Premium,2022/02/28,2023/02/28,365 ,TRUE,1643
203,Alex,East,Basic,2022/03/31,2023/03/31,365 ,FALSE,2702
204,Maria,West,Standard,2022/04/30,2023/04/30,365 ,TRUE,2954
205,James,North,Basic,2022/05/31,2023/05/31,365 ,FALSE,2294
206,Ella,South,Premium,2022/06/30,2023/06/30,365 ,TRUE,1632
207,Mike,East,Basic,2022/07/31,2023/07/31,365 ,FALSE,1165
208,Sara,West,Standard,2022/08/31,2023/08/31,365 ,FALSE,2620
209,Tom,North,Basic,2022/09/30,2023/09/30,365 ,TRUE,2899
210,Eva,South,Premium,2022/10/31,2023/10/31,365 ,TRUE,2828
211,Liam,East,Basic,2022/11/30,2023/11/30,365 ,FALSE,2110
212,Anna,West,Standard,2022/12/31,2023/12/31,365 ,FALSE,1971
213,Chris,North,Basic,2023/01/31,2024/01/31,365 ,TRUE,1214
214,Zoe,South,Premium,2023/02/28,2024/02/29,366 ,FALSE,1561
215,Paul,East,Basic,2023/03/31,2024/03/31,366 ,FALSE,2957
216,Grace,West,Standard,2023/04/30,2024/04/30,366 ,TRUE,2731
217,Rob,North,Basic,2023/05/31,2024/05/31,366 ,TRUE,1086
219,Dan,East,Basic,2023/07/31,2024/07/31,366 ,FALSE,1673
220,Nina,West,Standard,2023/08/31,2024/08/31,366 ,TRUE,2694
201,John,North,Basic,2022/01/31,2023/01/31,365 ,FALSE,1953
202,Jane,South,Premium,2022/02/28,2023/02/28,365 ,TRUE,1586
203,Alex,East,Basic,2022/03/31,2023/03/31,365 ,FALSE,1915
204,Maria,West,Standard,2022/04/30,2023/04/30,365 ,TRUE,1346
205,James,North,Basic,2022/05/31,2023/05/31,365 ,FALSE,2703
206,Ella,South,Premium,2022/06/30,2023/06/30,365 ,TRUE,2834
207,Mike,East,Basic,2022/07/31,2023/07/31,365 ,FALSE,1906
208,Sara,West,Standard,2022/08/31,2023/08/31,365 ,FALSE,2570
209,Tom,North,Basic,2022/09/30,2023/09/30,365 ,TRUE,2592
210,Eva,South,Premium,2022/10/31,2023/10/31,365 ,TRUE,1980
211,Liam,East,Basic,2022/11/30,2023/11/30,365 ,FALSE,1156
212,Anna,West,Standard,2022/12/31,2023/12/31,365 ,FALSE,1701
213,Chris,North,Basic,2023/01/31,2024/01/31,365 ,TRUE,1126
214,Zoe,South,Premium,2023/02/28,2024/02/29,366 ,FALSE,1609
215,Paul,East,Basic,2023/03/31,2024/03/31,366 ,FALSE,1741
216,Grace,West,Standard,2023/04/30,2024/04/30,366 ,TRUE,2635
217,Rob,North,Basic,2023/05/31,2024/05/31,366 ,TRUE,1384
218,Sophia,South,Premium,2023/06/30,2024/06/30,366 ,FALSE,1972
219,Dan,East,Basic,2023/07/31,2024/07/31,366 ,FALSE,2296
220,Nina,West,Standard,2023/08/31,2024/08/31,366 ,TRUE,1255
201,John,North,Basic,2022/01/31,2023/01/31,365 ,FALSE,1991
202,Jane,South,Premium,2022/02/28,2023/02/28,365 ,TRUE,2293
203,Alex,East,Basic,2022/03/31,2023/03/31,365 ,FALSE,2357
204,Maria,West,Standard,2022/04/30,2023/04/30,365 ,TRUE,2820
205,James,North,Basic,2022/05/31,2023/05/31,365 ,FALSE,2631
207,Mike,East,Basic,2022/07/31,2023/07/31,365 ,FALSE,1965
209,Tom,North,Basic,2022/09/30,2023/09/30,365 ,TRUE,1112
210,Eva,South,Premium,2022/10/31,2023/10/31,365 ,TRUE,1440
212,Anna,West,Standard,2022/12/31,2023/12/31,365 ,FALSE,1100
213,Chris,North,Basic,2023/01/31,2024/01/31,365 ,TRUE,1038
214,Zoe,South,Premium,2023/02/28,2024/02/29,366 ,FALSE,2830
215,Paul,East,Basic,2023/03/31,2024/03/31,366 ,FALSE,2486
216,Grace,West,Standard,2023/04/30,2024/04/30,366 ,TRUE,2195
217,Rob,North,Basic,2023/05/31,2024/05/31,366 ,TRUE,2570
218,Sophia,South,Premium,2023/06/30,2024/06/30,366 ,FALSE,2253
219,Dan,East,Basic,2023/07/31,2024/07/31,366 ,FALSE,1318
220,Nina,West,Standard,2023/08/31,2024/08/31,366 ,TRUE,2516
201,John,North,Basic,2022/01/31,2023/01/31,365 ,FALSE,2373
202,Jane,South,Premium,2022/02/28,2023/02/28,365 ,TRUE,1980
203,Alex,East,Basic,2022/03/31,2023/03/31,365 ,FALSE,2981
204,Maria,West,Standard,2022/04/30,2023/04/30,365 ,TRUE,2149
205,James,North,Basic,2022/05/31,2023/05/31,365 ,FALSE,2454
206,Ella,South,Premium,2022/06/30,2023/06/30,365 ,TRUE,1891
207,Mike,East,Basic,2022/07/31,2023/07/31,365 ,FALSE,2591
208,Sara,West,Standard,2022/08/31,2023/08/31,365 ,FALSE,2432
209,Tom,North,Basic,2022/09/30,2023/09/30,365 ,TRUE,2166
210,Eva,South,Premium,2022/10/31,2023/10/31,365 ,TRUE,2459
211,Liam,East,Basic,2022/11/30,2023/11/30,365 ,FALSE,2080
212,Anna,West,Standard,2022/12/31,2023/12/31,365 ,FALSE,2000
213,Chris,North,Basic,2023/01/31,2024/01/31,365 ,TRUE,1215
215,Paul,East,Basic,2023/03/31,2024/03/31,366 ,FALSE,2970
216,Grace,West,Standard,2023/04/30,2024/04/30,366 ,TRUE,1527
217,Rob,North,Basic,2023/05/31,2024/05/31,366 ,TRUE,1947
218,Sophia,South,Premium,2023/06/30,2024/06/30,366 ,FALSE,1506
219,Dan,East,Basic,2023/07/31,2024/07/31,366 ,FALSE,2483
201,John,North,Basic,2022/01/31,2023/01/31,365 ,FALSE,2681
202,Jane,South,Premium,2022/02/28,2023/02/28,365 ,TRUE,1660
203,Alex,East,Basic,2022/03/31,2023/03/31,365 ,FALSE,1296
204,Maria,West,Standard,2022/04/30,2023/04/30,365 ,TRUE,2869
205,James,North,Basic,2022/05/31,2023/05/31,365 ,FALSE,1018
206,Ella,South,Premium,2022/06/30,2023/06/30,365 ,TRUE,1022
207,Mike,East,Basic,2022/07/31,2023/07/31,365 ,FALSE,1628
208,Sara,West,Standard,2022/08/31,2023/08/31,365 ,FALSE,2664
209,Tom,North,Basic,2022/09/30,2023/09/30,365 ,TRUE,1398
210,Eva,South,Premium,2022/10/31,2023/10/31,365 ,TRUE,2761
211,Liam,East,Basic,2022/11/30,2023/11/30,365 ,FALSE,2397
212,Anna,West,Standard,2022/12/31,2023/12/31,365 ,FALSE,1603
213,Chris,North,Basic,2023/01/31,2024/01/31,365 ,TRUE,2627
214,Zoe,South,Premium,2023/02/28,2024/02/29,366 ,FALSE,2109
215,Paul,East,Basic,2023/03/31,2024/03/31,366 ,FALSE,2245
216,Grace,West,Standard,2023/04/30,2024/04/30,366 ,TRUE,1238
217,Rob,North,Basic,2023/05/31,2024/05/31,366 ,TRUE,1174
218,Sophia,South,Premium,2023/06/30,2024/06/30,366 ,FALSE,1305
219,Dan,East,Basic,2023/07/31,2024/07/31,366 ,FALSE,1954
220,Nina,West,Standard,2023/08/31,2024/08/31,366 ,TRUE,2349
201,John,North,Basic,2022/01/31,2023/01/31,365 ,FALSE,1473
202,Jane,South,Premium,2022/02/28,2023/02/28,365 ,TRUE,1078
203,Alex,East,Basic,2022/03/31,2023/03/31,365 ,FALSE,2693
204,Maria,West,Standard,2022/04/30,2023/04/30,365 ,TRUE,2104
206,Ella,South,Premium,2022/06/30,2023/06/30,365 ,TRUE,2531
207,Mike,East,Basic,2022/07/31,2023/07/31,365 ,FALSE,1036
208,Sara,West,Standard,2022/08/31,2023/08/31,365 ,FALSE,2936
209,Tom,North,Basic,2022/09/30,2023/09/30,365 ,TRUE,1738
210,Eva,South,Premium,2022/10/31,2023/10/31,365 ,TRUE,2842
211,Liam,East,Basic,2022/11/30,2023/11/30,365 ,FALSE,2976
212,Anna,West,Standard,2022/12/31,2023/12/31,365 ,FALSE,1093
213,Chris,North,Basic,2023/01/31,2024/01/31,365 ,TRUE,1623
214,Zoe,South,Premium,2023/02/28,2024/02/29,366 ,FALSE,1222
215,Paul,East,Basic,2023/03/31,2024/03/31,366 ,FALSE,2697
216,Grace,West,Standard,2023/04/30,2024/04/30,366 ,TRUE,1590
217,Rob,North,Basic,2023/05/31,2024/05/31,366 ,TRUE,1083
218,Sophia,South,Premium,2023/06/30,2024/06/30,366 ,FALSE,2863
219,Dan,East,Basic,2023/07/31,2024/07/31,366 ,FALSE,1055
220,Nina,West,Standard,2023/08/31,2024/08/31,366 ,TRUE,1278
201,John,North,Basic,2022/01/31,2023/01/31,365 ,FALSE,2379
202,Jane,South,Premium,2022/02/28,2023/02/28,365 ,TRUE,2556
203,Alex,East,Basic,2022/03/31,2023/03/31,365 ,FALSE,1848
204,Maria,West,Standard,2022/04/30,2023/04/30,365 ,TRUE,1850
205,James,North,Basic,2022/05/31,2023/05/31,365 ,FALSE,1631
206,Ella,South,Premium,2022/06/30,2023/06/30,365 ,TRUE,1815
207,Mike,East,Basic,2022/07/31,2023/07/31,365 ,FALSE,2443
208,Sara,West,Standard,2022/08/31,2023/08/31,365 ,FALSE,2944
209,Tom,North,Basic,2022/09/30,2023/09/30,365 ,TRUE,1360
210,Eva,South,Premium,2022/10/31,2023/10/31,365 ,TRUE,1223
211,Liam,East,Basic,2022/11/30,2023/11/30,365 ,FALSE,2469
212,Anna,West,Standard,2022/12/31,2023/12/31,365 ,FALSE,1502
213,Chris,North,Basic,2023/01/31,2024/01/31,365 ,TRUE,1408
214,Zoe,South,Premium,2023/02/28,2024/02/29,366 ,FALSE,2994
215,Paul,East,Basic,2023/03/31,2024/03/31,366 ,FALSE,1683
216,Grace,West,Standard,2023/04/30,2024/04/30,366 ,TRUE,1563
217,Rob,North,Basic,2023/05/31,2024/05/31,366 ,TRUE,2480
218,Sophia,South,Premium,2023/06/30,2024/06/30,366 ,FALSE,2794
220,Nina,West,Standard,2023/08/31,2024/08/31,366 ,TRUE,2932
201,John,North,Basic,2022/01/31,2023/01/31,365 ,FALSE,2652
202,Jane,South,Premium,2022/02/28,2023/02/28,365 ,TRUE,1063
203,Alex,East,Basic,2022/03/31,2023/03/31,365 ,FALSE,1120
204,Maria,West,Standard,2022/04/30,2023/04/30,365 ,TRUE,1052
205,James,North,Basic,2022/05/31,2023/05/31,365 ,FALSE,1090
206,Ella,South,Premium,2022/06/30,2023/06/30,365 ,TRUE,1553
207,Mike,East,Basic,2022/07/31,2023/07/31,365 ,FALSE,1373
208,Sara,West,Standard,2022/08/31,2023/08/31,365 ,FALSE,1714
210,Eva,South,Premium,2022/10/31,2023/10/31,365 ,TRUE,1713
211,Liam,East,Basic,2022/11/30,2023/11/30,365 ,FALSE,2345
212,Anna,West,Standard,2022/12/31,2023/12/31,365 ,FALSE,2272
213,Chris,North,Basic,2023/01/31,2024/01/31,365 ,TRUE,1175
215,Paul,East,Basic,2023/03/31,2024/03/31,366 ,FALSE,1796
216,Grace,West,Standard,2023/04/30,2024/04/30,366 ,TRUE,1806
217,Rob,North,Basic,2023/05/31,2024/05/31,366 ,TRUE,2418
219,Dan,East,Basic,2023/07/31,2024/07/31,366 ,FALSE,2508
220,Nina,West,Standard,2023/08/31,2024/08/31,366 ,TRUE,1822
201,John,North,Basic,2022/01/31,2023/01/31,365 ,FALSE,1797
202,Jane,South,Premium,2022/02/28,2023/02/28,365 ,TRUE,1499
203,Alex,East,Basic,2022/03/31,2023/03/31,365 ,FALSE,2501
204,Maria,West,Standard,2022/04/30,2023/04/30,365 ,TRUE,2400
206,Ella,South,Premium,2022/06/30,2023/06/30,365 ,TRUE,2526
207,Mike,East,Basic,2022/07/31,2023/07/31,365 ,FALSE,1246
208,Sara,West,Standard,2022/08/31,2023/08/31,365 ,FALSE,1922
209,Tom,North,Basic,2022/09/30,2023/09/30,365 ,TRUE,1095
210,Eva,South,Premium,2022/10/31,2023/10/31,365 ,TRUE,1859
211,Liam,East,Basic,2022/11/30,2023/11/30,365 ,FALSE,2532
212,Anna,West,Standard,2022/12/31,2023/12/31,365 ,FALSE,2201
213,Chris,North,Basic,2023/01/31,2024/01/31,365 ,TRUE,2402
214,Zoe,South,Premium,2023/02/28,2024/02/29,366 ,FALSE,2396
215,Paul,East,Basic,2023/03/31,2024/03/31,366 ,FALSE,1286
216,Grace,West,Standard,2023/04/30,2024/04/30,366 ,TRUE,2933
219,Dan,East,Basic,2023/07/31,2024/07/31,366 ,FALSE,2475
220,Nina,West,Standard,2023/08/31,2024/08/31,366 ,TRUE,1606
201,John,North,Basic,2022/01/31,2023/01/31,365 ,FALSE,2544
202,Jane,South,Premium,2022/02/28,2023/02/28,365 ,TRUE,1049
203,Alex,East,Basic,2022/03/31,2023/03/31,365 ,FALSE,2475
205,James,North,Basic,2022/05/31,2023/05/31,365 ,FALSE,2509
206,Ella,South,Premium,2022/06/30,2023/06/30,365 ,TRUE,1119
207,Mike,East,Basic,2022/07/31,2023/07/31,365 ,FALSE,2053
208,Sara,West,Standard,2022/08/31,2023/08/31,365 ,FALSE,2574
211,Liam,East,Basic,2022/11/30,2023/11/30,365 ,FALSE,2185
212,Anna,West,Standard,2022/12/31,2023/12/31,365 ,FALSE,2308
213,Chris,North,Basic,2023/01/31,2024/01/31,365 ,TRUE,2431
214,Zoe,South,Premium,2023/02/28,2024/02/29,366 ,FALSE,2647
215,Paul,East,Basic,2023/03/31,2024/03/31,366 ,FALSE,2742
216,Grace,West,Standard,2023/04/30,2024/04/30,366 ,TRUE,1855
217,Rob,North,Basic,2023/05/31,2024/05/31,366 ,TRUE,2878
218,Sophia,South,Premium,2023/06/30,2024/06/30,366 ,FALSE,2480
219,Dan,East,Basic,2023/07/31,2024/07/31,366 ,FALSE,2445
220,Nina,West,Standard,2023/08/31,2024/08/31,366 ,TRUE,1462
201,John,North,Basic,2022/01/31,2023/01/31,365 ,FALSE,2730
202,Jane,South,Premium,2022/02/28,2023/02/28,365 ,TRUE,1079
203,Alex,East,Basic,2022/03/31,2023/03/31,365 ,FALSE,1612
204,Maria,West,Standard,2022/04/30,2023/04/30,365 ,TRUE,2742
205,James,North,Basic,2022/05/31,2023/05/31,365 ,FALSE,1817
206,Ella,South,Premium,2022/06/30,2023/06/30,365 ,TRUE,1408
207,Mike,East,Basic,2022/07/31,2023/07/31,365 ,FALSE,1085
208,Sara,West,Standard,2022/08/31,2023/08/31,365 ,FALSE,2135
209,Tom,North,Basic,2022/09/30,2023/09/30,365 ,TRUE,1059
210,Eva,South,Premium,2022/10/31,2023/10/31,365 ,TRUE,2584
212,Anna,West,Standard,2022/12/31,2023/12/31,365 ,FALSE,1082
214,Zoe,South,Premium,2023/02/28,2024/02/29,366 ,FALSE,1745
215,Paul,East,Basic,2023/03/31,2024/03/31,366 ,FALSE,2152
216,Grace,West,Standard,2023/04/30,2024/04/30,366 ,TRUE,1503
217,Rob,North,Basic,2023/05/31,2024/05/31,366 ,TRUE,2852
218,Sophia,South,Premium,2023/06/30,2024/06/30,366 ,FALSE,1546
219,Dan,East,Basic,2023/07/31,2024/07/31,366 ,FALSE,1740
220,Nina,West,Standard,2023/08/31,2024/08/31,366 ,TRUE,2326
201,John,North,Basic,2022/01/31,2023/01/31,365 ,FALSE,1317
202,Jane,South,Premium,2022/02/28,2023/02/28,365 ,TRUE,1056
203,Alex,East,Basic,2022/03/31,2023/03/31,365 ,FALSE,1781
204,Maria,West,Standard,2022/04/30,2023/04/30,365 ,TRUE,1205
205,James,North,Basic,2022/05/31,2023/05/31,365 ,FALSE,2248
206,Ella,South,Premium,2022/06/30,2023/06/30,365 ,TRUE,1425
207,Mike,East,Basic,2022/07/31,2023/07/31,365 ,FALSE,2899
208,Sara,West,Standard,2022/08/31,2023/08/31,365 ,FALSE,2491
